Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1_TNHA","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398619-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (RXW-LIB 21401801:21398622-1), W/m^2, RX3000_BRW4_SSMH","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6_BEO"
1257,07/21/24 05:40:00,,,,,,,,,,42
1258,07/21/24 06:00:00,53,26,,43,24,29,47,36,42,
1259,07/21/24 06:40:00,,,,,,,,,,46
1260,07/21/24 07:00:00,28,26,,46,24,31,22,38,42,
1261,07/21/24 07:40:00,,,,,,,,,,21
1262,07/21/24 08:00:00,17,12,,22,11,14,16,18,19,
1263,07/21/24 08:40:00,,,,,,,,,,12
1264,07/21/24 09:00:00,7,4,,9,4,6,6,8,8,
1265,07/21/24 09:40:00,,,,,,,,,,7
1266,07/21/24 10:00:00,3,2,,6,2,4,2,6,6,
1267,07/21/24 10:40:00,,,,,,,,,,8
1268,07/21/24 11:00:00,8,2,,6,2,4,6,6,6,
1269,07/21/24 11:40:00,,,,,,,,,,14
1270,07/21/24 12:00:00,9,6,,11,6,7,9,9,11,
1271,07/21/24 12:40:00,,,,,,,,,,6
1272,07/21/24 13:00:00,17,4,,8,4,4,13,7,8,
1273,07/21/24 13:40:00,,,,,,,,,,17
1274,07/21/24 14:00:00,16,8,,14,7,9,12,13,14,
1275,07/21/24 14:40:00,,,,,,,,,,29
1276,07/21/24 15:00:00,49,18,,32,17,19,41,27,29,
1277,07/21/24 15:40:00,,,,,,,,,,69
1278,07/21/24 16:00:00,49,33,,51,28,34,51,44,51,
1279,07/21/24 16:40:00,,,,,,,,,,92
1280,07/21/24 17:00:00,46,42,,64,38,43,51,57,66,
1281,07/21/24 17:40:00,,,,,,,,,,84
1282,07/21/24 18:00:00,98,42,,71,36,51,76,62,68,
1283,07/21/24 18:40:00,,,,,,,,,,87
1284,07/21/24 19:00:00,102,71,,114,61,78,97,99,109,
1285,07/21/24 19:40:00,,,,,,,,,,104
1286,07/21/24 20:00:00,168,73,,126,66,87,142,109,117,
1287,07/21/24 20:40:00,,,,,,,,,,311
1288,07/21/24 21:00:00,299,157,,219,146,139,309,189,218,
1289,07/21/24 21:40:00,,,,,,,,,,433
1290,07/21/24 22:00:00,388,308,,362,323,261,543,284,411,
1291,07/21/24 22:40:00,,,,,,,,,,108
1292,07/21/24 23:00:00,69,96,,154,97,119,66,134,158,
1293,07/21/24 23:40:00,,,,,,,,,,194
1294,07/22/24 00:00:00,159,87,,146,83,102,144,122,137,
1295,07/22/24 00:40:00,,,,,,,,,,303
1296,07/22/24 01:00:00,124,114,,219,148,161,119,169,209,
1297,07/22/24 01:40:00,,,,,,,,,,146
1298,07/22/24 02:00:00,99,58,,97,53,64,87,82,92,
1299,07/22/24 02:40:00,,,,,,,,,,132
1300,07/22/24 03:00:00,72,63,,108,58,74,66,91,99,
1301,07/22/24 03:40:00,,,,,,,,,,64
1302,07/22/24 04:00:00,29,29,,51,27,36,24,44,49,
1303,07/22/24 04:40:00,,,,,,,,,,47
1304,07/22/24 05:00:00,48,19,,36,18,23,51,29,33,
1305,07/22/24 05:40:00,,,,,,,,,,32
1306,07/22/24 06:00:00,19,18,,29,17,21,18,26,29,
1307,07/22/24 06:40:00,,,,,,,,,,34
1308,07/22/24 07:00:00,31,16,,28,14,21,31,26,28,
1309,07/22/24 07:40:00,,,,,,,,,,22
1310,07/22/24 08:00:00,9,16,,26,14,18,8,23,27,
1311,07/22/24 08:40:00,,,,,,,,,,7
1312,07/22/24 09:00:00,2,2,,4,2,2,2,4,4,
1313,07/22/24 09:40:00,,,,,,,,,,2
1314,07/22/24 10:00:00,1,1,,2,1,1,1,2,2,
1315,07/22/24 10:40:00,,,,,,,,,,1
1316,07/22/24 11:00:00,1,1,,1,1,1,1,1,1,
1317,07/22/24 11:40:00,,,,,,,,,,6
1318,07/22/24 12:00:00,2,1,,2,1,1,2,2,3,
1319,07/22/24 12:40:00,,,,,,,,,,14
1320,07/22/24 13:00:00,11,3,,6,2,4,9,6,7,
1321,07/22/24 13:40:00,,,,,,,,,,28
1322,07/22/24 14:00:00,37,12,,21,12,13,34,17,19,
1323,07/22/24 14:40:00,,,,,,,,,,36
1324,07/22/24 15:00:00,26,18,,29,17,21,23,26,31,
1325,07/22/24 15:40:00,,,,,,,,,,49
1326,07/22/24 16:00:00,59,22,,36,19,23,54,29,34,
1327,07/22/24 16:40:00,,,,,,,,,,66
1328,07/22/24 17:00:00,31,27,,44,23,32,33,39,46,
1329,07/22/24 17:40:00,,,,,,,,,,79
1330,07/22/24 18:00:00,48,29,,51,27,36,48,44,51,
1331,07/22/24 18:40:00,,,,,,,,,,82
1332,07/22/24 19:00:00,64,38,,62,34,43,63,53,62,
1333,07/22/24 19:40:00,,,,,,,,,,83
1334,07/22/24 20:00:00,73,48,,79,44,53,69,66,76,
1335,07/22/24 20:40:00,,,,,,,,,,116
1336,07/22/24 21:00:00,98,64,,108,61,73,91,88,102,
1337,07/22/24 21:40:00,,,,,,,,,,98
1338,07/22/24 22:00:00,103,52,,87,48,58,94,72,84,
1339,07/22/24 22:40:00,,,,,,,,,,141
1340,07/22/24 23:00:00,112,71,,121,66,82,97,98,113,
1341,07/22/24 23:40:00,,,,,,,,,,183
1342,07/23/24 00:00:00,159,82,,138,77,92,153,111,128,
1343,07/23/24 00:40:00,,,,,,,,,,251
1344,07/23/24 01:00:00,149,117,,211,138,144,136,154,201,
1345,07/23/24 01:40:00,,,,,,,,,,161
1346,07/23/24 02:00:00,141,84,,141,79,93,132,113,133,
1347,07/23/24 02:40:00,,,,,,,,,,218
1348,07/23/24 03:00:00,118,92,,161,98,108,116,124,151,
1349,07/23/24 03:40:00,,,,,,,,,,169
1350,07/23/24 04:00:00,111,72,,133,81,93,93,102,123,
1351,07/23/24 04:40:00,,,,,,,,,,119
1352,07/23/24 05:00:00,72,53,,101,59,72,64,77,93,
1353,07/23/24 05:40:00,,,,,,,,,,76
1354,07/23/24 06:00:00,51,36,,63,37,43,43,49,58,
1355,07/23/24 06:40:00,,,,,,,,,,53
1356,07/23/24 07:00:00,34,24,,47,24,32,29,36,41,
1357,07/23/24 07:40:00,,,,,,,,,,29
1358,07/23/24 08:00:00,19,13,,28,13,19,16,22,23,
1359,07/23/24 08:40:00,,,,,,,,,,16
1360,07/23/24 09:00:00,9,8,,17,7,11,8,13,13,
1361,07/23/24 09:40:00,,,,,,,,,,12
1362,07/23/24 10:00:00,6,4,,9,3,6,4,8,8,
1363,07/23/24 10:40:00,,,,,,,,,,7
1364,07/23/24 11:00:00,6,2,,4,2,2,4,4,4,
1365,07/23/24 11:40:00,,,,,,,,,,11
1366,07/23/24 12:00:00,13,4,,8,3,4,8,7,6,
1367,07/23/24 12:40:00,,,,,,,,,,16
1368,07/23/24 13:00:00,11,6,,12,4,7,9,11,12,
1369,07/23/24 13:40:00,,,,,,,,,,17
1370,07/23/24 14:00:00,17,6,,12,6,8,13,11,12,
1371,07/23/24 14:40:00,,,,,,,,,,44
1372,07/23/24 15:00:00,73,26,,42,21,19,52,28,29,
1373,07/23/24 15:40:00,,,,,,,,,,104
1374,07/23/24 16:00:00,68,59,,77,34,42,73,77,74,
1375,07/23/24 16:40:00,,,,,,,,,,89
1376,07/23/24 17:00:00,66,38,,63,34,44,59,58,64,
1377,07/23/24 17:40:00,,,,,,,,,,98
1378,07/23/24 18:00:00,67,43,,71,39,49,74,63,69,
1379,07/23/24 18:40:00,,,,,,,,,,117
1380,07/23/24 19:00:00,147,63,,102,58,67,139,86,96,
1381,07/23/24 19:40:00,,,,,,,,,,272
1382,07/23/24 20:00:00,187,139,,201,117,128,189,176,198,
1383,07/23/24 20:40:00,,,,,,,,,,294
1384,07/23/24 21:00:00,241,149,,221,133,146,214,189,218,
1385,07/23/24 21:40:00,,,,,,,,,,338
1386,07/23/24 22:00:00,141,167,,248,161,178,157,217,274,
1387,07/23/24 22:40:00,,,,,,,,,,243
1388,07/23/24 23:00:00,174,119,,196,119,126,111,156,179,
1389,07/23/24 23:40:00,,,,,,,,,,292
1390,07/24/24 00:00:00,281,157,,282,207,199,249,203,269,
1391,07/24/24 00:40:00,,,,,,,,,,302
1392,07/24/24 01:00:00,167,134,,289,232,237,146,208,298,
1393,07/24/24 01:40:00,,,,,,,,,,154
1394,07/24/24 02:00:00,128,87,,146,82,99,114,119,137,
1395,07/24/24 02:40:00,,,,,,,,,,276
1396,07/24/24 03:00:00,128,82,,174,108,129,116,121,154,
1397,07/24/24 03:40:00,,,,,,,,,,326
1398,07/24/24 04:00:00,284,46,,287,98,253,19,182,93,
1399,07/24/24 04:40:00,,,,,,,,,,172
1400,07/24/24 05:00:00,102,28,,221,51,202,57,107,54,
1401,07/24/24 05:40:00,,,,,,,,,,108
1402,07/24/24 06:00:00,28,28,,139,34,166,44,98,51,
1403,07/24/24 06:40:00,,,,,,,,,,74
1404,07/24/24 07:00:00,21,16,,171,18,142,14,91,22,
1405,07/24/24 07:40:00,,,,,,,,,,19
1406,07/24/24 08:00:00,11,12,,127,12,88,9,44,13,
1407,07/24/24 08:40:00,,,,,,,,,,13
1408,07/24/24 09:00:00,7,12,,62,9,9,6,24,8,
1409,07/24/24 09:40:00,,,,,,,,,,9
1410,07/24/24 10:00:00,4,6,,36,4,7,4,21,6,
1411,07/24/24 10:40:00,,,,,,,,,,8
1412,07/24/24 11:00:00,4,7,,28,2,4,4,12,4,
1413,07/24/24 11:40:00,,,,,,,,,,12
1414,07/24/24 12:00:00,7,12,,33,4,4,8,19,6,
1415,07/24/24 12:40:00,,,,,,,,,,17
1416,07/24/24 13:00:00,13,26,,57,7,7,41,48,9,
1417,07/24/24 13:40:00,,,,,,,,,,54
1418,07/24/24 14:00:00,36,62,,28,13,14,118,102,21,
1419,07/24/24 14:40:00,,,,,,,,,,134
1420,07/24/24 15:00:00,53,144,,46,18,22,167,167,47,
1421,07/24/24 15:40:00,,,,,,,,,,178
1422,07/24/24 16:00:00,203,209,,52,21,23,234,188,168,
1423,07/24/24 16:40:00,,,,,,,,,,314
1424,07/24/24 17:00:00,109,143,,128,47,53,103,147,153,
1425,07/24/24 17:40:00,,,,,,,,,,122
1426,07/24/24 18:00:00,102,104,,121,62,72,97,131,136,
1427,07/24/24 18:40:00,,,,,,,,,,101
1428,07/24/24 19:00:00,79,57,,92,51,64,82,81,89,
1429,07/24/24 19:40:00,,,,,,,,,,152
1430,07/24/24 20:00:00,142,68,,114,63,79,133,101,111,
1431,07/24/24 20:40:00,,,,,,,,,,197
1432,07/24/24 21:00:00,157,99,,164,92,118,153,149,163,
1433,07/24/24 21:40:00,,,,,,,,,,249
1434,07/24/24 22:00:00,182,112,,186,107,123,161,156,172,
1435,07/24/24 22:40:00,,,,,,,,,,354
1436,07/24/24 23:00:00,312,171,,274,187,207,298,224,279,
1437,07/24/24 23:40:00,,,,,,,,,,376
1438,07/25/24 00:00:00,378,169,,299,219,232,307,232,313,
1439,07/25/24 00:40:00,,,,,,,,,,329
1440,07/25/24 01:00:00,148,128,,229,149,188,146,191,246,
1441,07/25/24 01:40:00,,,,,,,,,,147
1442,07/25/24 02:00:00,117,83,,139,78,98,101,121,133,
1443,07/25/24 02:40:00,,,,,,,,,,294
1444,07/25/24 03:00:00,324,82,,257,217,197,57,131,217,
1445,07/25/24 03:40:00,,,,,,,,,,283
1446,07/25/24 04:00:00,131,39,,264,188,222,74,99,149,
1447,07/25/24 04:40:00,,,,,,,,,,179
1448,07/25/24 05:00:00,81,42,,182,83,144,59,91,107,
1449,07/25/24 05:40:00,,,,,,,,,,106
1450,07/25/24 06:00:00,51,29,,117,47,101,34,74,69,
1451,07/25/24 06:40:00,,,,,,,,,,46
1452,07/25/24 07:00:00,24,18,,83,22,67,18,52,38,
1453,07/25/24 07:40:00,,,,,,,,,,23
1454,07/25/24 08:00:00,13,9,,52,11,32,12,28,18,
1455,07/25/24 08:40:00,,,,,,,,,,22
1456,07/25/24 09:00:00,16,7,,33,8,17,12,19,12,
1457,07/25/24 09:40:00,,,,,,,,,,16
1458,07/25/24 10:00:00,6,9,,41,7,12,6,26,9,
1459,07/25/24 10:40:00,,,,,,,,,,13
1460,07/25/24 11:00:00,7,7,,22,3,4,7,12,6,
1461,07/25/24 11:40:00,,,,,,,,,,13
1462,07/25/24 12:00:00,8,14,,33,4,4,9,19,7,
1463,07/25/24 12:40:00,,,,,,,,,,23
1464,07/25/24 13:00:00,14,33,,64,8,9,41,52,12,
1465,07/25/24 13:40:00,,,,,,,,,,41
1466,07/25/24 14:00:00,22,69,,23,11,12,104,97,14,
1467,07/25/24 14:40:00,,,,,,,,,,121
1468,07/25/24 15:00:00,33,143,,27,13,16,186,156,27,
1469,07/25/24 15:40:00,,,,,,,,,,203
1470,07/25/24 16:00:00,258,262,,32,14,18,281,224,203,
1471,07/25/24 16:40:00,,,,,,,,,,299
1472,07/25/24 17:00:00,282,321,,131,27,27,457,258,259,
1473,07/25/24 17:40:00,,,,,,,,,,398
1474,07/25/24 18:00:00,389,458,,43,26,21,601,372,381,
1475,07/25/24 18:40:00,,,,,,,,,,551
1476,07/25/24 19:00:00,126,386,,141,86,73,344,321,363,
1477,07/25/24 19:40:00,,,,,,,,,,579
1478,07/25/24 20:00:00,332,346,,271,158,94,597,339,407,
1479,07/25/24 20:40:00,,,,,,,,,,656
1480,07/25/24 21:00:00,321,498,,394,442,204,586,451,558,
1481,07/25/24 21:40:00,,,,,,,,,,644
1482,07/25/24 22:00:00,279,398,,369,432,373,342,299,506,
1483,07/25/24 22:40:00,,,,,,,,,,292
1484,07/25/24 23:00:00,211,172,,274,194,204,278,232,298,
1485,07/25/24 23:40:00,,,,,,,,,,259
1486,07/26/24 00:00:00,152,159,,291,232,228,131,214,314,
1487,07/26/24 00:40:00,,,,,,,,,,359
1488,07/26/24 01:00:00,219,119,,223,147,163,171,172,213,
1489,07/26/24 01:40:00,,,,,,,,,,239
1490,07/26/24 02:00:00,207,109,,264,211,217,162,186,269,
1491,07/26/24 02:40:00,,,,,,,,,,237
1492,07/26/24 03:00:00,174,89,,207,136,164,133,146,193,
1493,07/26/24 03:40:00,,,,,,,,,,186
1494,07/26/24 04:00:00,146,68,,158,93,118,86,113,137,
1495,07/26/24 04:40:00,,,,,,,,,,118
1496,07/26/24 05:00:00,108,42,,107,54,79,72,74,84,
1497,07/26/24 05:40:00,,,,,,,,,,82
1498,07/26/24 06:00:00,49,37,,98,46,69,42,67,68,
1499,07/26/24 06:40:00,,,,,,,,,,68
1500,07/26/24 07:00:00,39,24,,56,27,41,39,43,44,
1501,07/26/24 07:40:00,,,,,,,,,,41
1502,07/26/24 08:00:00,28,22,,42,21,28,26,34,36,
1503,07/26/24 08:40:00,,,,,,,,,,23
1504,07/26/24 09:00:00,13,12,,22,11,14,11,18,19,
1505,07/26/24 09:40:00,,,,,,,,,,19
1506,07/26/24 10:00:00,12,7,,13,6,8,11,12,12,
1507,07/26/24 10:40:00,,,,,,,,,,8
1508,07/26/24 11:00:00,4,4,,9,4,6,4,8,8,
1509,07/26/24 11:40:00,,,,,,,,,,8
1510,07/26/24 12:00:00,4,3,,6,2,4,4,6,6,
1511,07/26/24 12:40:00,,,,,,,,,,18
1512,07/26/24 13:00:00,21,6,,9,4,6,19,9,11,
1513,07/26/24 13:40:00,,,,,,,,,,29
1514,07/26/24 14:00:00,22,16,,26,13,16,19,22,23,
1515,07/26/24 14:40:00,,,,,,,,,,26
1516,07/26/24 15:00:00,26,12,,22,11,14,26,19,21,
1517,07/26/24 15:40:00,,,,,,,,,,28
1518,07/26/24 16:00:00,17,12,,19,11,13,16,17,19,
1519,07/26/24 16:40:00,,,,,,,,,,59
1520,07/26/24 17:00:00,59,22,,38,21,24,56,29,34,
1521,07/26/24 17:40:00,,,,,,,,,,96
1522,07/26/24 18:00:00,92,49,,79,47,53,87,66,78,
1523,07/26/24 18:40:00,,,,,,,,,,207
1524,07/26/24 19:00:00,123,91,,136,78,89,127,113,134,
1525,07/26/24 19:40:00,,,,,,,,,,157
1526,07/26/24 20:00:00,72,78,,121,64,81,69,107,117,
1527,07/26/24 20:40:00,,,,,,,,,,181
1528,07/26/24 21:00:00,94,74,,124,69,83,88,101,116,
1529,07/26/24 21:40:00,,,,,,,,,,166
1530,07/26/24 22:00:00,86,63,,96,54,64,93,83,97,
1531,07/26/24 22:40:00,,,,,,,,,,218
1532,07/26/24 23:00:00,174,88,,143,81,97,169,117,138,
1533,07/26/24 23:40:00,,,,,,,,,,227
1534,07/27/24 00:00:00,144,112,,187,104,128,137,151,177,
1535,07/27/24 00:40:00,,,,,,,,,,174
1536,07/27/24 01:00:00,182,88,,146,82,98,169,118,138,
1537,07/27/24 01:40:00,,,,,,,,,,187
1538,07/27/24 02:00:00,131,98,,168,92,116,128,137,158,
1539,07/27/24 02:40:00,,,,,,,,,,172
1540,07/27/24 03:00:00,83,87,,149,82,104,78,122,142,
1541,07/27/24 03:40:00,,,,,,,,,,104
1542,07/27/24 04:00:00,88,56,,92,49,63,73,79,89,
1543,07/27/24 04:40:00,,,,,,,,,,88
1544,07/27/24 05:00:00,62,41,,68,37,46,61,59,64,
1545,07/27/24 05:40:00,,,,,,,,,,57
1546,07/27/24 06:00:00,26,28,,42,24,28,24,38,44,
1547,07/27/24 06:40:00,,,,,,,,,,23
1548,07/27/24 07:00:00,14,12,,21,11,13,12,17,19,
1549,07/27/24 07:40:00,,,,,,,,,,11
1550,07/27/24 08:00:00,7,6,,11,4,7,6,9,9,
1551,07/27/24 08:40:00,,,,,,,,,,12
1552,07/27/24 09:00:00,7,4,,9,4,6,6,7,8,
1553,07/27/24 09:40:00,,,,,,,,,,6
1554,07/27/24 10:00:00,4,2,,4,2,2,4,4,4,
1555,07/27/24 10:40:00,,,,,,,,,,6
1556,07/27/24 11:00:00,6,2,,4,2,2,4,3,4,
1557,07/27/24 11:40:00,,,,,,,,,,3
1558,07/27/24 12:00:00,4,1,,3,1,2,4,3,3,
1559,07/27/24 12:40:00,,,,,,,,,,8
1560,07/27/24 13:00:00,11,3,,6,2,4,9,6,7,
1561,07/27/24 13:40:00,,,,,,,,,,21
1562,07/27/24 14:00:00,24,8,,14,6,9,26,12,13,
1563,07/27/24 14:40:00,,,,,,,,,,27
1564,07/27/24 15:00:00,23,13,,22,11,14,21,21,22,
1565,07/27/24 15:40:00,,,,,,,,,,44
1566,07/27/24 16:00:00,39,19,,34,18,22,32,28,31,
1567,07/27/24 16:40:00,,,,,,,,,,97
1568,07/27/24 17:00:00,86,46,,74,41,48,82,63,68,
1569,07/27/24 17:40:00,,,,,,,,,,149
1570,07/27/24 18:00:00,132,92,,123,67,77,136,116,123,
1571,07/27/24 18:40:00,,,,,,,,,,234
1572,07/27/24 19:00:00,151,98,,149,82,101,147,144,158,
1573,07/27/24 19:40:00,,,,,,,,,,188
1574,07/27/24 20:00:00,244,123,,184,107,117,259,162,177,
1575,07/27/24 20:40:00,,,,,,,,,,247
1576,07/27/24 21:00:00,196,192,,249,166,152,207,216,249,
1577,07/27/24 21:40:00,,,,,,,,,,327
1578,07/27/24 22:00:00,297,151,,223,148,146,331,184,218,
1579,07/27/24 22:40:00,,,,,,,,,,287
1580,07/27/24 23:00:00,238,168,,262,176,178,232,214,262,
1581,07/27/24 23:40:00,,,,,,,,,,503
1582,07/28/24 00:00:00,217,166,,262,178,187,212,216,273,
1583,07/28/24 00:40:00,,,,,,,,,,503
1584,07/28/24 01:00:00,373,142,,306,252,238,201,213,302,
1585,07/28/24 01:40:00,,,,,,,,,,183
1586,07/28/24 02:00:00,162,104,,207,149,162,107,163,208,
1587,07/28/24 02:40:00,,,,,,,,,,213
1588,07/28/24 03:00:00,178,92,,179,108,132,162,138,168,
1589,07/28/24 03:40:00,,,,,,,,,,203
1590,07/28/24 04:00:00,112,67,,148,88,118,82,108,138,
1591,07/28/24 04:40:00,,,,,,,,,,77
1592,07/28/24 05:00:00,61,48,,96,52,61,54,69,77,
1593,07/28/24 05:40:00,,,,,,,,,,56
1594,07/28/24 06:00:00,41,29,,52,29,32,36,41,46,
1595,07/28/24 06:40:00,,,,,,,,,,34
1596,07/28/24 07:00:00,14,16,,27,14,17,14,23,26,
1597,07/28/24 07:40:00,,,,,,,,,,22
1598,07/28/24 08:00:00,13,8,,14,7,9,12,14,13,
1599,07/28/24 08:40:00,,,,,,,,,,11
1600,07/28/24 09:00:00,6,4,,8,3,4,6,7,8,
1601,07/28/24 09:40:00,,,,,,,,,,4
1602,07/28/24 10:00:00,2,2,,4,1,2,2,3,4,
1603,07/28/24 10:40:00,,,,,,,,,,2
1604,07/28/24 11:00:00,2,1,,1,1,1,2,1,1,
1605,07/28/24 11:40:00,,,,,,,,,,3
1606,07/28/24 12:00:00,2,1,,1,1,1,2,1,2,
1607,07/28/24 12:40:00,,,,,,,,,,9
1608,07/28/24 13:00:00,6,2,,6,2,3,4,4,6,
1609,07/28/24 13:40:00,,,,,,,,,,19
1610,07/28/24 14:00:00,19,6,,9,4,7,17,9,12,
1611,07/28/24 14:40:00,,,,,,,,,,22
1612,07/28/24 15:00:00,21,12,,19,9,14,22,19,19,
1613,07/28/24 15:40:00,,,,,,,,,,57
1614,07/28/24 16:00:00,47,21,,34,18,24,53,33,34,
1615,07/28/24 16:40:00,,,,,,,,,,163
1616,07/28/24 17:00:00,84,59,,87,44,58,101,92,96,
1617,07/28/24 17:40:00,,,,,,,,,,246
1618,07/28/24 18:00:00,178,99,,128,68,82,139,126,134,
1619,07/28/24 18:40:00,,,,,,,,,,192
1620,07/28/24 19:00:00,137,126,,164,89,103,206,163,172,
1621,07/28/24 19:40:00,,,,,,,,,,313
1622,07/28/24 20:00:00,303,203,,241,159,137,201,221,248,
1623,07/28/24 20:40:00,,,,,,,,,,289
1624,07/28/24 21:00:00,182,218,,257,207,164,202,248,304,
1625,07/28/24 21:40:00,,,,,,,,,,356
1626,07/28/24 22:00:00,222,206,,268,213,242,341,254,361,
1627,07/28/24 22:40:00,,,,,,,,,,414
1628,07/28/24 23:00:00,203,204,,329,271,196,159,228,308,
1629,07/28/24 23:40:00,,,,,,,,,,261
1630,07/29/24 00:00:00,192,158,,283,219,209,183,212,284,
1631,07/29/24 00:40:00,,,,,,,,,,191
1632,07/29/24 01:00:00,316,127,,236,162,171,169,188,234,
1633,07/29/24 01:40:00,,,,,,,,,,233
1634,07/29/24 02:00:00,148,113,,217,148,134,151,152,182,
1635,07/29/24 02:40:00,,,,,,,,,,134
1636,07/29/24 03:00:00,94,73,,132,78,84,79,103,114,
1637,07/29/24 03:40:00,,,,,,,,,,94
1638,07/29/24 04:00:00,56,46,,82,43,56,64,69,76,
1639,07/29/24 04:40:00,,,,,,,,,,101
1640,07/29/24 05:00:00,57,36,,62,34,43,51,56,62,
1641,07/29/24 05:40:00,,,,,,,,,,66
1642,07/29/24 06:00:00,39,28,,49,27,33,27,43,47,
1643,07/29/24 06:40:00,,,,,,,,,,23
1644,07/29/24 07:00:00,14,11,,21,11,14,12,17,19,
1645,07/29/24 07:40:00,,,,,,,,,,14
1646,07/29/24 08:00:00,8,6,,11,6,7,8,8,11,
1647,07/29/24 08:40:00,,,,,,,,,,6
1648,07/29/24 09:00:00,3,2,,4,2,3,2,4,4,
1649,07/29/24 09:40:00,,,,,,,,,,2
1650,07/29/24 10:00:00,1,1,,1,1,1,1,1,2,
1651,07/29/24 10:40:00,,,,,,,,,,2
1652,07/29/24 11:00:00,1,1,,1,1,1,1,1,1,
1653,07/29/24 11:40:00,,,,,,,,,,3
1654,07/29/24 12:00:00,2,1,,1,1,1,2,1,1,
1655,07/29/24 12:40:00,,,,,,,,,,6
1656,07/29/24 13:00:00,4,2,,4,2,2,4,3,4,
1657,07/29/24 13:40:00,,,,,,,,,,14
1658,07/29/24 14:00:00,14,4,,8,4,4,13,7,8,
1659,07/29/24 14:40:00,,,,,,,,,,34
1660,07/29/24 15:00:00,34,12,,22,11,14,34,19,22,
1661,07/29/24 15:40:00,,,,,,,,,,62
1662,07/29/24 16:00:00,48,28,,46,24,29,43,38,44,
1663,07/29/24 16:40:00,,,,,,,,,,104
1664,07/29/24 17:00:00,87,47,,74,39,48,77,63,71,
1665,07/29/24 17:40:00,,,,,,,,,,189
1666,07/29/24 18:00:00,123,67,,103,56,69,139,91,103,
1667,07/29/24 18:40:00,,,,,,,,,,116
1668,07/29/24 19:00:00,104,78,,122,68,79,97,101,116,
1669,07/29/24 19:40:00,,,,,,,,,,192
1670,07/29/24 20:00:00,158,93,,147,84,97,149,123,142,
1671,07/29/24 20:40:00,,,,,,,,,,219
1672,07/29/24 21:00:00,193,112,,179,103,114,167,144,167,
1673,07/29/24 21:40:00,,,,,,,,,,248
1674,07/29/24 22:00:00,192,114,,188,107,134,184,167,188,
1675,07/29/24 22:40:00,,,,,,,,,,251
1676,07/29/24 23:00:00,219,142,,231,138,158,248,194,226,
1677,07/29/24 23:40:00,,,,,,,,,,249
1678,07/30/24 00:00:00,206,133,,222,136,149,201,181,209,
1679,07/30/24 00:40:00,,,,,,,,,,242
1680,07/30/24 01:00:00,153,107,,183,103,134,176,162,184,
1681,07/30/24 01:40:00,,,,,,,,,,191
1682,07/30/24 02:00:00,156,103,,183,107,137,157,154,179,
1683,07/30/24 02:40:00,,,,,,,,,,188
1684,07/30/24 03:00:00,152,91,,168,98,116,126,132,151,
1685,07/30/24 03:40:00,,,,,,,,,,97
1686,07/30/24 04:00:00,76,66,,122,67,84,57,98,108,
1687,07/30/24 04:40:00,,,,,,,,,,91
1688,07/30/24 05:00:00,62,43,,74,42,51,59,63,71,
1689,07/30/24 05:40:00,,,,,,,,,,47
1690,07/30/24 06:00:00,29,27,,47,26,32,29,41,44,
1691,07/30/24 06:40:00,,,,,,,,,,26
1692,07/30/24 07:00:00,16,13,,23,12,17,16,21,23,
1693,07/30/24 07:40:00,,,,,,,,,,14
1694,07/30/24 08:00:00,11,8,,16,8,9,8,13,13,
1695,07/30/24 08:40:00,,,,,,,,,,3
1696,07/30/24 09:00:00,1,2,,4,2,2,1,3,4,
1697,07/30/24 09:40:00,,,,,,,,,,2
1698,07/30/24 10:00:00,1,1,,1,1,1,1,1,1,
1699,07/30/24 10:40:00,,,,,,,,,,2
1700,07/30/24 11:00:00,1,1,,1,1,1,1,1,1,
1701,07/30/24 11:40:00,,,,,,,,,,6
1702,07/30/24 12:00:00,4,1,,2,1,2,4,2,3,
1703,07/30/24 12:40:00,,,,,,,,,,12
1704,07/30/24 13:00:00,13,4,,9,4,6,9,8,9,
1705,07/30/24 13:40:00,,,,,,,,,,32
1706,07/30/24 14:00:00,17,9,,18,9,12,18,16,18,
1707,07/30/24 14:40:00,,,,,,,,,,47
1708,07/30/24 15:00:00,43,17,,29,16,19,42,26,28,
1709,07/30/24 15:40:00,,,,,,,,,,42
1710,07/30/24 16:00:00,59,26,,46,24,32,58,41,44,
1711,07/30/24 16:40:00,,,,,,,,,,114
1712,07/30/24 17:00:00,62,46,,72,39,51,64,68,76,
1713,07/30/24 17:40:00,,,,,,,,,,99
1714,07/30/24 18:00:00,78,46,,73,39,48,67,67,71,
