Line#,Date,"Solar Radiation (S-LIB 21198259:21176526-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362315-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362317-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21362318-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21198259:21398620-1), W/m^2, RX3000_BRW1","Solar Radiation (RXW-LIB 21401801:21362319-1), W/m^2, RX3000_BRW4","Solar Radiation (S-LIB 21401801:21390413-1), W/m^2, RX3000_BRW4","Solar Radiation (RXW-LIB 21401800:21362313-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362314-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362316-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21362320-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401800:21390414-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398617-1), W/m^2, RX3000_BRW5","Solar Radiation (RXW-LIB 21401800:21398623-1), W/m^2, RX3000_BRW5","Solar Radiation (S-LIB 21401803:21390415-1), W/m^2, RX3000_BRW6"
1328,10/02/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1329,10/02/22 14:40:00,,,,,,1,1,,,,,,,,
1330,10/02/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1331,10/02/22 15:10:00,,,,,,1,1,,,,,,,,
1332,10/02/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1333,10/02/22 15:40:00,,,,,,1,1,,,,,,,,
1334,10/02/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1335,10/02/22 16:10:00,,,,,,1,1,,,,,,,,
1336,10/02/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1337,10/02/22 16:40:00,,,,,,1,1,,,,,,,,
1338,10/02/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,2
1339,10/02/22 17:10:00,,,,,,1,2,,,,,,,,
1340,10/02/22 17:30:00,6,2,1,2,1,,,2,2,2,1,6,2,,7
1341,10/02/22 17:40:00,,,,,,2,6,,,,,,,,
1342,10/02/22 18:00:00,11,4,4,7,4,,,6,6,6,3,11,7,,13
1343,10/02/22 18:10:00,,,,,,7,12,,,,,,,,
1344,10/02/22 18:30:00,19,9,9,14,8,,,12,11,11,6,21,13,,26
1345,10/02/22 18:40:00,,,,,,12,23,,,,,,,,
1346,10/02/22 19:00:00,27,16,14,22,13,,,18,16,17,9,28,21,,47
1347,10/02/22 19:10:00,,,,,,21,38,,,,,,,,
1348,10/02/22 19:30:00,98,57,31,61,46,,,54,52,48,27,84,43,,83
1349,10/02/22 19:40:00,,,,,,36,124,,,,,,,,
1350,10/02/22 20:00:00,243,229,23,129,206,,,91,143,142,113,27,28,,63
1351,10/02/22 20:10:00,,,,,,21,76,,,,,,,,
1352,10/02/22 20:30:00,206,268,18,149,271,,,72,166,178,144,51,31,,272
1353,10/02/22 20:40:00,,,,,,17,313,,,,,,,,
1354,10/02/22 21:00:00,99,153,22,108,162,,,74,102,122,79,72,53,,289
1355,10/02/22 21:10:00,,,,,,21,422,,,,,,,,
1356,10/02/22 21:30:00,142,82,27,93,107,,,83,74,92,33,124,81,,394
1357,10/02/22 21:40:00,,,,,,48,326,,,,,,,,
1358,10/02/22 22:00:00,94,99,51,111,94,,,99,93,91,42,103,93,,283
1359,10/02/22 22:10:00,,,,,,83,72,,,,,,,,
1360,10/02/22 22:30:00,46,69,39,141,207,,,81,77,143,73,34,22,,213
1361,10/02/22 22:40:00,,,,,,58,77,,,,,,,,
1362,10/02/22 23:00:00,208,56,33,159,181,,,74,67,188,92,52,53,,402
1363,10/02/22 23:10:00,,,,,,56,89,,,,,,,,
1364,10/02/22 23:30:00,283,76,51,262,351,,,103,96,294,58,77,76,,321
1365,10/02/22 23:40:00,,,,,,97,127,,,,,,,,
1366,10/03/22 00:00:00,109,53,38,216,413,,,69,64,247,38,38,54,,347
1367,10/03/22 00:10:00,,,,,,81,62,,,,,,,,
1368,10/03/22 00:30:00,66,48,41,192,339,,,197,66,212,36,73,59,,63
1369,10/03/22 00:40:00,,,,,,33,57,,,,,,,,
1370,10/03/22 01:00:00,161,42,37,101,136,,,88,48,93,24,144,52,,93
1371,10/03/22 01:10:00,,,,,,58,41,,,,,,,,
1372,10/03/22 01:30:00,133,62,63,219,339,,,218,82,232,46,122,88,,34
1373,10/03/22 01:40:00,,,,,,46,14,,,,,,,,
1374,10/03/22 02:00:00,36,26,34,83,113,,,77,34,78,22,39,43,,126
1375,10/03/22 02:10:00,,,,,,29,29,,,,,,,,
1376,10/03/22 02:30:00,36,18,22,39,39,,,29,19,33,12,42,27,,18
1377,10/03/22 02:40:00,,,,,,19,11,,,,,,,,
1378,10/03/22 03:00:00,11,8,11,21,22,,,16,11,18,6,11,14,,16
1379,10/03/22 03:10:00,,,,,,7,6,,,,,,,,
1380,10/03/22 03:30:00,6,4,6,9,8,,,7,6,8,2,6,7,,4
1381,10/03/22 03:40:00,,,,,,4,2,,,,,,,,
1382,10/03/22 04:00:00,1,1,1,2,1,,,1,1,2,1,1,2,,1
1383,10/03/22 04:10:00,,,,,,1,1,,,,,,,,
1384,10/03/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1385,10/03/22 04:40:00,,,,,,1,1,,,,,,,,
1386,10/03/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1387,10/03/22 05:10:00,,,,,,1,1,,,,,,,,
1388,10/03/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1389,10/03/22 05:40:00,,,,,,1,1,,,,,,,,
1390,10/03/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1391,10/03/22 06:10:00,,,,,,1,1,,,,,,,,
1392,10/03/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1393,10/03/22 06:40:00,,,,,,1,1,,,,,,,,
1394,10/03/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1395,10/03/22 07:10:00,,,,,,1,1,,,,,,,,
1396,10/03/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1397,10/03/22 07:40:00,,,,,,1,1,,,,,,,,
1398,10/03/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1399,10/03/22 08:10:00,,,,,,1,1,,,,,,,,
1400,10/03/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1401,10/03/22 08:40:00,,,,,,1,1,,,,,,,,
1402,10/03/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1403,10/03/22 09:10:00,,,,,,1,1,,,,,,,,
1404,10/03/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1405,10/03/22 09:40:00,,,,,,1,1,,,,,,,,
1406,10/03/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1407,10/03/22 10:10:00,,,,,,1,1,,,,,,,,
1408,10/03/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1409,10/03/22 10:40:00,,,,,,1,1,,,,,,,,
1410,10/03/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1411,10/03/22 11:10:00,,,,,,1,1,,,,,,,,
1412,10/03/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1413,10/03/22 11:40:00,,,,,,1,1,,,,,,,,
1414,10/03/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1415,10/03/22 12:10:00,,,,,,1,1,,,,,,,,
1416,10/03/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1417,10/03/22 12:40:00,,,,,,1,1,,,,,,,,
1418,10/03/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1419,10/03/22 13:10:00,,,,,,1,1,,,,,,,,
1420,10/03/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1421,10/03/22 13:40:00,,,,,,1,1,,,,,,,,
1422,10/03/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1423,10/03/22 14:10:00,,,,,,1,1,,,,,,,,
1424,10/03/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1425,10/03/22 14:40:00,,,,,,1,1,,,,,,,,
1426,10/03/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1427,10/03/22 15:10:00,,,,,,1,1,,,,,,,,
1428,10/03/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1429,10/03/22 15:40:00,,,,,,1,1,,,,,,,,
1430,10/03/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1431,10/03/22 16:10:00,,,,,,1,1,,,,,,,,
1432,10/03/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1433,10/03/22 16:40:00,,,,,,1,1,,,,,,,,
1434,10/03/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,2
1435,10/03/22 17:10:00,,,,,,1,2,,,,,,,,
1436,10/03/22 17:30:00,4,1,1,2,1,,,1,1,2,1,4,2,,6
1437,10/03/22 17:40:00,,,,,,2,6,,,,,,,,
1438,10/03/22 18:00:00,9,4,4,6,3,,,4,4,4,2,11,6,,13
1439,10/03/22 18:10:00,,,,,,6,11,,,,,,,,
1440,10/03/22 18:30:00,16,8,8,12,7,,,9,9,9,4,16,12,,22
1441,10/03/22 18:40:00,,,,,,12,17,,,,,,,,
1442,10/03/22 19:00:00,21,12,12,18,11,,,14,14,14,7,21,17,,29
1443,10/03/22 19:10:00,,,,,,16,24,,,,,,,,
1444,10/03/22 19:30:00,38,19,19,29,18,,,23,22,22,13,42,28,,46
1445,10/03/22 19:40:00,,,,,,24,34,,,,,,,,
1446,10/03/22 20:00:00,43,28,27,39,24,,,32,31,29,21,48,38,,57
1447,10/03/22 20:10:00,,,,,,32,47,,,,,,,,
1448,10/03/22 20:30:00,54,34,33,49,31,,,39,37,37,21,59,47,,64
1449,10/03/22 20:40:00,,,,,,39,54,,,,,,,,
1450,10/03/22 21:00:00,62,42,38,59,37,,,47,44,44,27,68,56,,74
1451,10/03/22 21:10:00,,,,,,44,63,,,,,,,,
1452,10/03/22 21:30:00,63,42,41,61,37,,,48,44,44,27,67,57,,94
1453,10/03/22 21:40:00,,,,,,49,58,,,,,,,,
1454,10/03/22 22:00:00,63,43,42,66,41,,,52,48,49,28,69,62,,74
1455,10/03/22 22:10:00,,,,,,53,66,,,,,,,,
1456,10/03/22 22:30:00,76,52,48,76,48,,,61,56,56,31,91,68,,96
1457,10/03/22 22:40:00,,,,,,53,74,,,,,,,,
1458,10/03/22 23:00:00,58,49,46,71,46,,,56,52,52,28,63,66,,91
1459,10/03/22 23:10:00,,,,,,53,69,,,,,,,,
1460,10/03/22 23:30:00,64,43,41,66,41,,,52,47,49,27,71,59,,92
1461,10/03/22 23:40:00,,,,,,53,68,,,,,,,,
1462,10/04/22 00:00:00,56,43,42,69,47,,,57,51,56,27,59,62,,96
1463,10/04/22 00:10:00,,,,,,58,56,,,,,,,,
1464,10/04/22 00:30:00,59,46,43,72,49,,,56,51,54,26,59,62,,63
1465,10/04/22 00:40:00,,,,,,48,69,,,,,,,,
1466,10/04/22 01:00:00,52,32,33,52,34,,,41,37,41,21,53,46,,54
1467,10/04/22 01:10:00,,,,,,46,48,,,,,,,,
1468,10/04/22 01:30:00,33,28,28,46,31,,,36,32,37,18,46,41,,56
1469,10/04/22 01:40:00,,,,,,32,37,,,,,,,,
1470,10/04/22 02:00:00,24,16,17,27,17,,,21,18,21,11,23,24,,39
1471,10/04/22 02:10:00,,,,,,27,32,,,,,,,,
1472,10/04/22 02:30:00,18,12,13,22,13,,,16,14,16,7,18,18,,29
1473,10/04/22 02:40:00,,,,,,14,16,,,,,,,,
1474,10/04/22 03:00:00,12,8,11,16,9,,,9,9,11,4,12,12,,12
1475,10/04/22 03:10:00,,,,,,9,4,,,,,,,,
1476,10/04/22 03:30:00,3,3,4,6,3,,,4,3,4,2,3,6,,6
1477,10/04/22 03:40:00,,,,,,2,2,,,,,,,,
1478,10/04/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1479,10/04/22 04:10:00,,,,,,1,1,,,,,,,,
1480,10/04/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1481,10/04/22 04:40:00,,,,,,1,1,,,,,,,,
1482,10/04/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1483,10/04/22 05:10:00,,,,,,1,1,,,,,,,,
1484,10/04/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1485,10/04/22 05:40:00,,,,,,1,1,,,,,,,,
1486,10/04/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1487,10/04/22 06:10:00,,,,,,1,1,,,,,,,,
1488,10/04/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1489,10/04/22 06:40:00,,,,,,1,1,,,,,,,,
1490,10/04/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1491,10/04/22 07:10:00,,,,,,1,1,,,,,,,,
1492,10/04/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1493,10/04/22 07:40:00,,,,,,1,1,,,,,,,,
1494,10/04/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1495,10/04/22 08:10:00,,,,,,1,1,,,,,,,,
1496,10/04/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1497,10/04/22 08:40:00,,,,,,1,1,,,,,,,,
1498,10/04/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1499,10/04/22 09:10:00,,,,,,1,1,,,,,,,,
1500,10/04/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1501,10/04/22 09:40:00,,,,,,1,1,,,,,,,,
1502,10/04/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1503,10/04/22 10:10:00,,,,,,1,1,,,,,,,,
1504,10/04/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1505,10/04/22 10:40:00,,,,,,1,1,,,,,,,,
1506,10/04/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1507,10/04/22 11:10:00,,,,,,1,1,,,,,,,,
1508,10/04/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1509,10/04/22 11:40:00,,,,,,1,1,,,,,,,,
1510,10/04/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1511,10/04/22 12:10:00,,,,,,1,1,,,,,,,,
1512,10/04/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1513,10/04/22 12:40:00,,,,,,1,1,,,,,,,,
1514,10/04/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1515,10/04/22 13:10:00,,,,,,1,1,,,,,,,,
1516,10/04/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1517,10/04/22 13:40:00,,,,,,1,1,,,,,,,,
1518,10/04/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1519,10/04/22 14:10:00,,,,,,1,1,,,,,,,,
1520,10/04/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1521,10/04/22 14:40:00,,,,,,1,1,,,,,,,,
1522,10/04/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1523,10/04/22 15:10:00,,,,,,1,1,,,,,,,,
1524,10/04/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1525,10/04/22 15:40:00,,,,,,1,1,,,,,,,,
1526,10/04/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1527,10/04/22 16:10:00,,,,,,1,1,,,,,,,,
1528,10/04/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1529,10/04/22 16:40:00,,,,,,1,2,,,,,,,,
1530,10/04/22 17:00:00,3,2,1,1,1,,,1,2,1,1,4,2,,6
1531,10/04/22 17:10:00,,,,,,1,27,,,,,,,,
1532,10/04/22 17:30:00,8,7,4,6,2,,,9,13,4,2,9,9,,12
1533,10/04/22 17:40:00,,,,,,4,9,,,,,,,,
1534,10/04/22 18:00:00,8,8,6,8,4,,,8,7,6,3,8,9,,12
1535,10/04/22 18:10:00,,,,,,7,8,,,,,,,,
1536,10/04/22 18:30:00,17,8,8,11,7,,,9,9,8,4,18,11,,18
1537,10/04/22 18:40:00,,,,,,9,17,,,,,,,,
1538,10/04/22 19:00:00,18,14,13,18,12,,,17,14,14,8,17,18,,32
1539,10/04/22 19:10:00,,,,,,14,18,,,,,,,,
1540,10/04/22 19:30:00,26,23,17,27,18,,,24,23,22,12,27,28,,66
1541,10/04/22 19:40:00,,,,,,18,13,,,,,,,,
1542,10/04/22 20:00:00,32,19,18,23,17,,,21,22,21,13,36,26,,46
1543,10/04/22 20:10:00,,,,,,23,52,,,,,,,,
1544,10/04/22 20:30:00,44,42,27,41,31,,,39,41,34,18,43,44,,106
1545,10/04/22 20:40:00,,,,,,32,53,,,,,,,,
1546,10/04/22 21:00:00,53,42,28,43,33,,,42,42,38,19,58,46,,64
1547,10/04/22 21:10:00,,,,,,41,81,,,,,,,,
1548,10/04/22 21:30:00,71,54,44,66,47,,,61,58,53,29,69,67,,78
1549,10/04/22 21:40:00,,,,,,51,64,,,,,,,,
1550,10/04/22 22:00:00,98,58,48,79,57,,,69,64,66,34,84,74,,183
1551,10/04/22 22:10:00,,,,,,66,132,,,,,,,,
1552,10/04/22 22:30:00,74,73,47,93,74,,,76,73,74,38,77,78,,126
1553,10/04/22 22:40:00,,,,,,54,62,,,,,,,,
1554,10/04/22 23:00:00,73,49,43,69,47,,,58,53,53,29,76,64,,91
1555,10/04/22 23:10:00,,,,,,48,72,,,,,,,,
1556,10/04/22 23:30:00,78,51,44,76,53,,,63,57,59,29,83,67,,99
1557,10/04/22 23:40:00,,,,,,56,81,,,,,,,,
1558,10/05/22 00:00:00,108,59,48,106,106,,,82,69,89,33,84,73,,146
1559,10/05/22 00:10:00,,,,,,67,67,,,,,,,,
1560,10/05/22 00:30:00,66,43,38,77,66,,,63,53,66,26,68,59,,84
1561,10/05/22 00:40:00,,,,,,49,48,,,,,,,,
1562,10/05/22 01:00:00,57,36,33,58,42,,,47,41,47,22,59,51,,66
1563,10/05/22 01:10:00,,,,,,41,39,,,,,,,,
1564,10/05/22 01:30:00,39,28,29,52,37,,,39,33,43,17,43,42,,44
1565,10/05/22 01:40:00,,,,,,33,29,,,,,,,,
1566,10/05/22 02:00:00,26,19,21,34,23,,,26,23,28,12,28,29,,32
1567,10/05/22 02:10:00,,,,,,21,17,,,,,,,,
1568,10/05/22 02:30:00,12,12,12,19,12,,,14,13,14,7,13,17,,14
1569,10/05/22 02:40:00,,,,,,11,6,,,,,,,,
1570,10/05/22 03:00:00,11,4,6,9,6,,,7,6,7,3,9,8,,13
1571,10/05/22 03:10:00,,,,,,6,4,,,,,,,,
1572,10/05/22 03:30:00,2,2,2,4,3,,,3,3,4,2,2,3,,3
1573,10/05/22 03:40:00,,,,,,2,1,,,,,,,,
1574,10/05/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1575,10/05/22 04:10:00,,,,,,1,1,,,,,,,,
1576,10/05/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1577,10/05/22 04:40:00,,,,,,1,1,,,,,,,,
1578,10/05/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1579,10/05/22 05:10:00,,,,,,1,1,,,,,,,,
1580,10/05/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1581,10/05/22 05:40:00,,,,,,1,1,,,,,,,,
1582,10/05/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1583,10/05/22 06:10:00,,,,,,1,1,,,,,,,,
1584,10/05/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1585,10/05/22 06:40:00,,,,,,1,1,,,,,,,,
1586,10/05/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1587,10/05/22 07:10:00,,,,,,1,1,,,,,,,,
1588,10/05/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1589,10/05/22 07:40:00,,,,,,1,1,,,,,,,,
1590,10/05/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1591,10/05/22 08:10:00,,,,,,1,1,,,,,,,,
1592,10/05/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1593,10/05/22 08:40:00,,,,,,1,1,,,,,,,,
1594,10/05/22 09:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1595,10/05/22 09:10:00,,,,,,1,1,,,,,,,,
1596,10/05/22 09:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1597,10/05/22 09:40:00,,,,,,1,1,,,,,,,,
1598,10/05/22 10:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1599,10/05/22 10:10:00,,,,,,1,1,,,,,,,,
1600,10/05/22 10:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1601,10/05/22 10:40:00,,,,,,1,1,,,,,,,,
1602,10/05/22 11:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1603,10/05/22 11:10:00,,,,,,1,1,,,,,,,,
1604,10/05/22 11:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1605,10/05/22 11:40:00,,,,,,1,1,,,,,,,,
1606,10/05/22 12:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1607,10/05/22 12:10:00,,,,,,1,1,,,,,,,,
1608,10/05/22 12:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1609,10/05/22 12:40:00,,,,,,1,1,,,,,,,,
1610,10/05/22 13:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1611,10/05/22 13:10:00,,,,,,1,1,,,,,,,,
1612,10/05/22 13:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1613,10/05/22 13:40:00,,,,,,1,1,,,,,,,,
1614,10/05/22 14:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1615,10/05/22 14:10:00,,,,,,1,1,,,,,,,,
1616,10/05/22 14:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1617,10/05/22 14:40:00,,,,,,1,1,,,,,,,,
1618,10/05/22 15:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1619,10/05/22 15:10:00,,,,,,1,1,,,,,,,,
1620,10/05/22 15:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1621,10/05/22 15:40:00,,,,,,1,1,,,,,,,,
1622,10/05/22 16:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1623,10/05/22 16:10:00,,,,,,1,1,,,,,,,,
1624,10/05/22 16:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1625,10/05/22 16:40:00,,,,,,1,1,,,,,,,,
1626,10/05/22 17:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,2
1627,10/05/22 17:10:00,,,,,,1,2,,,,,,,,
1628,10/05/22 17:30:00,4,2,1,2,1,,,2,2,2,1,6,3,,7
1629,10/05/22 17:40:00,,,,,,2,2,,,,,,,,
1630,10/05/22 18:00:00,13,6,4,8,3,,,6,6,6,3,14,8,,16
1631,10/05/22 18:10:00,,,,,,7,21,,,,,,,,
1632,10/05/22 18:30:00,34,19,12,22,12,,,19,18,17,8,36,48,,38
1633,10/05/22 18:40:00,,,,,,13,143,,,,,,,,
1634,10/05/22 19:00:00,87,134,12,29,33,,,72,79,24,29,38,36,,144
1635,10/05/22 19:10:00,,,,,,11,91,,,,,,,,
1636,10/05/22 19:30:00,209,177,12,67,127,,,104,106,71,76,47,34,,82
1637,10/05/22 19:40:00,,,,,,14,299,,,,,,,,
1638,10/05/22 20:00:00,241,201,17,99,176,,,81,122,118,101,52,57,,66
1639,10/05/22 20:10:00,,,,,,19,37,,,,,,,,
1640,10/05/22 20:30:00,52,63,26,59,57,,,42,44,51,33,59,43,,57
1641,10/05/22 20:40:00,,,,,,32,47,,,,,,,,
1642,10/05/22 21:00:00,56,33,28,48,27,,,38,36,34,19,63,46,,57
1643,10/05/22 21:10:00,,,,,,33,43,,,,,,,,
1644,10/05/22 21:30:00,51,47,34,64,43,,,49,49,51,28,57,56,,74
1645,10/05/22 21:40:00,,,,,,41,44,,,,,,,,
1646,10/05/22 22:00:00,36,26,27,41,21,,,31,29,28,17,38,39,,49
1647,10/05/22 22:10:00,,,,,,27,39,,,,,,,,
1648,10/05/22 22:30:00,41,27,24,39,23,,,32,31,28,17,46,38,,56
1649,10/05/22 22:40:00,,,,,,29,48,,,,,,,,
1650,10/05/22 23:00:00,34,34,31,53,29,,,42,39,38,21,41,49,,51
1651,10/05/22 23:10:00,,,,,,33,23,,,,,,,,
1652,10/05/22 23:30:00,59,26,22,41,24,,,33,31,31,14,61,37,,91
1653,10/05/22 23:40:00,,,,,,36,66,,,,,,,,
1654,10/06/22 00:00:00,56,42,37,69,46,,,58,52,56,24,59,62,,84
1655,10/06/22 00:10:00,,,,,,46,44,,,,,,,,
1656,10/06/22 00:30:00,51,33,31,52,32,,,42,38,39,21,56,47,,63
1657,10/06/22 00:40:00,,,,,,36,43,,,,,,,,
1658,10/06/22 01:00:00,79,29,28,64,68,,,56,37,57,19,66,44,,68
1659,10/06/22 01:10:00,,,,,,42,42,,,,,,,,
1660,10/06/22 01:30:00,16,19,22,103,209,,,109,24,119,18,14,28,,47
1661,10/06/22 01:40:00,,,,,,19,11,,,,,,,,
1662,10/06/22 02:00:00,26,9,16,33,32,,,24,12,31,7,26,17,,36
1663,10/06/22 02:10:00,,,,,,23,13,,,,,,,,
1664,10/06/22 02:30:00,14,8,12,22,14,,,14,11,18,6,16,16,,18
1665,10/06/22 02:40:00,,,,,,12,6,,,,,,,,
1666,10/06/22 03:00:00,6,4,4,8,4,,,6,4,6,2,6,6,,7
1667,10/06/22 03:10:00,,,,,,3,2,,,,,,,,
1668,10/06/22 03:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1669,10/06/22 03:40:00,,,,,,1,1,,,,,,,,
1670,10/06/22 04:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1671,10/06/22 04:10:00,,,,,,1,1,,,,,,,,
1672,10/06/22 04:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1673,10/06/22 04:40:00,,,,,,1,1,,,,,,,,
1674,10/06/22 05:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1675,10/06/22 05:10:00,,,,,,1,1,,,,,,,,
1676,10/06/22 05:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1677,10/06/22 05:40:00,,,,,,1,1,,,,,,,,
1678,10/06/22 06:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1679,10/06/22 06:10:00,,,,,,1,1,,,,,,,,
1680,10/06/22 06:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1681,10/06/22 06:40:00,,,,,,1,1,,,,,,,,
1682,10/06/22 07:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1683,10/06/22 07:10:00,,,,,,1,1,,,,,,,,
1684,10/06/22 07:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1685,10/06/22 07:40:00,,,,,,1,1,,,,,,,,
1686,10/06/22 08:00:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
1687,10/06/22 08:10:00,,,,,,1,1,,,,,,,,
1688,10/06/22 08:30:00,1,1,1,1,1,,,1,1,1,1,1,1,,1
